Source.Name,Column1,Column2,Column3,Column4,INTERNATIONAL,Column6,Column7,Column8,Column9
20220101095002pdf_1-14 Januari 2022.pdf,NO,LOCATION,CITY,IATA CODE,FLIGHT PRICE,"DOMESTIC FLIGHT
PRICE INTO
PLANE/NOT INTO
PLANE","DOMESTIC FLIGHT
PRICE INTO
PLANE/NOT INTO
PLANE
ONE TIME CUSTOMER","DOMESTIC FLIGHT
PRICE INTO
PLANE/NOT INTO
PLANE",
20220101095002pdf_1-14 Januari 2022.pdf,,,,,,(incl. VAT+Gov Tax),(incl. VAT+Gov Tax),(incl. VAT+Gov Tax),
20220101095002pdf_1-14 Januari 2022.pdf,,,,,(USCents / Liter),(Rp / Liter),(Rp / Liter),(USCents / Liter),
20220201022838pdf_1-14 Februari 2022.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,80.90,"12,596.26","12,630.52",87.91,
20220201022838pdf_1-14 Februari 2022.pdf,32,WAI OTI,MAUMERE,MOF,80.90,"12,596.26","12,630.52",87.91,
20220201022838pdf_1-14 Februari 2022.pdf,33,PANIAI,NABIRE,NBX,81.60,"12,717.59","12,752.18",88.79,
20220201022838pdf_1-14 Februari 2022.pdf,34,RANAI,NATUNA,NTX,80.90,"12,596.26","12,630.52",87.91,
20220201022838pdf_1-14 Februari 2022.pdf,35,PONDOK CABE,JAKARTA,PCB,78.50,"12,210.21","12,243.42",85.26,
20220201022838pdf_1-14 Februari 2022.pdf,36,MINANGKABAU,PADANG,PDG,80.90,"12,596.26","12,630.52",87.91,
20220201022838pdf_1-14 Februari 2022.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,80.90,"12,596.26","12,630.52",87.91,
20220201022838pdf_1-14 Februari 2022.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,"80.00","12,452.87","12,486.74",86.92,
20220201022838pdf_1-14 Februari 2022.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,80.90,"12,596.26","12,630.52",87.91,
20220201022838pdf_1-14 Februari 2022.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,80.00,"12,452.87","12,486.74",86.92,
20220201022838pdf_1-14 Februari 2022.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,80.90,"12,596.26","12,630.52",87.91,
20220201022838pdf_1-14 Februari 2022.pdf,42,MUTIARA,PALU,PLW,81.50,"12,684.50","12,719.00",88.57,
20220201022838pdf_1-14 Februari 2022.pdf,43,SUPADIO,PONTIANAK,PNK,80.00,"12,452.87","12,486.74",86.92,
20220201022838pdf_1-14 Februari 2022.pdf,44,H. ASAN,SAMPIT,SMQ,80.00,"12,452.87","12,486.74",86.92,
20220201022838pdf_1-14 Februari 2022.pdf,45,ADISUMARMO,SOLO,SOC,79.10,"12,309.48","12,342.96",85.92,
20220201022838pdf_1-14 Februari 2022.pdf,46,SORONG DARATAN,SORONG,SOQ,81.60,"12,717.59","12,752.18",88.79,
20220201022838pdf_1-14 Februari 2022.pdf,47,ACHMAD YANI,SEMARANG,SRG,79.10,"12,309.48","12,342.96",85.92,
20220201022838pdf_1-14 Februari 2022.pdf,48,JUANDA,SURABAYA,SUB,77.40,"12,044.76","12,077.52",84.05,
20220201022838pdf_1-14 Februari 2022.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,80.90,"12,596.26","12,630.52",87.91,
20220201022838pdf_1-14 Februari 2022.pdf,50,KIJANG,TANJUNG PINANG,TNJ,81.40,"12,684.50","12,719.00",88.57,
20220201022838pdf_1-14 Februari 2022.pdf,52,JUWATA,TARAKAN,TRK,80.00,"12,452.87","12,486.74",86.92,
20220201022838pdf_1-14 Februari 2022.pdf,52,BABULLAH,TERNATE,TTE,81.60,"12,717.59","12,752.18",88.79,
20220201022838pdf_1-14 Februari 2022.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,80.30,"12,485.96","12,519.92",87.14,
20220201022838pdf_1-14 Februari 2022.pdf,54,MAU HAU,WAINGAPU,WGP,80.90,"12,596.26","12,630.52",87.91,
20220201022838pdf_1-14 Februari 2022.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),81.20,"12,673.47","12,707.94",88.46,
20220201022838pdf_1-14 Februari 2022.pdf,56,DUMATUBUN,TUAL,LUV,84.00,"13,037.46","13,072.92",91.00,
20220201022838pdf_1-14 Februari 2022.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,80.90,"12,596.26","12,630.52",87.91,
20220201022838pdf_1-14 Februari 2022.pdf,58,KALIMARAU,BERAU,BEJ,80.00,"12,452.87","12,486.74",86.92,
20220201022838pdf_1-14 Februari 2022.pdf,59,KOMODO,LABUAN BAJO,LBJ,80.60,"12,552.14","12,586.28",87.58,
20220201022838pdf_1-14 Februari 2022.pdf,60,KUALANAMU,DELI SERDANG,KNO,80.20,"12,474.93","12,508.86",87.03,
20220201022838pdf_1-14 Februari 2022.pdf,61,TAMPA PADANG,MAMUJU,MJU,82.20,"12,794.80","12,829.60",89.34,
20220201022838pdf_1-14 Februari 2022.pdf,62,F.L. TOBING,PINANGSORI,FLZ,80.90,"12,596.26","12,630.52",87.91,
20220201022838pdf_1-14 Februari 2022.pdf,63,MOZES KILANGIN,TIMIKA,TIM,81.60,"12,717.59","12,752.18",88.79,
20220201022838pdf_1-14 Februari 2022.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,82.20,"12,927.16","12,962.32",90.23,
20220201022838pdf_1-14 Februari 2022.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,80.90,"12,596.26","12,630.52",87.91,
20220201022838pdf_1-14 Februari 2022.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,82.10,"12,827.89","12,862.78",89.56,
20220201022838pdf_1-14 Februari 2022.pdf,67,BINAKA,GUNUNGSITOLI,GNS,80.90,"12,596.26","12,630.52",87.91,0
20220201022838pdf_1-14 Februari 2022.pdf,68,KULONPROGO,YOGYAKARTA,YIA,81.00,"12,607.29","12,641.58",88.02,0
20220201022838pdf_1-14 Februari 2022.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,86.80,"13,489.69","13,526.38",94.09,0
20220201022838pdf_1-14 Februari 2022.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,79.10,"12,309.48","12,342.96",85.92,
20220201022838pdf_1-14 Februari 2022.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,91.00,"14,228.70","14,267.40",99.27,
20220201022838pdf_1-14 Februari 2022.pdf,72,BUDIARTO,CURUG,BTO,78.90,"12,287.42","12,320.84",83.94,
20220215031407pdf_15-28 Februari 2022.pdf,1,APT PRANOTO,SAMARINDA,AAP,82.30,"12,838.92","12,873.84",89.34,
20220215031407pdf_15-28 Februari 2022.pdf,2,PATTIMURA,AMBON,AMQ,83.90,"13,103.64","13,139.28",91.22,
20220215031407pdf_15-28 Februari 2022.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,82.30,"12,838.92","12,873.84",89.34,
20220215031407pdf_15-28 Februari 2022.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,80.60,"12,574.20","12,608.40",87.58,
20220215031407pdf_15-28 Februari 2022.pdf,5,FRANS KAISIEPO,BIAK,BIK,83.90,"13,103.64","13,139.28",91.22,
20220215031407pdf_15-28 Februari 2022.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,84.90,"13,379.39","13,415.78",93.09,
20220215031407pdf_15-28 Februari 2022.pdf,7,M. SALAHUDDIN,BIMA,BMU,83.10,"12,982.31","13,017.62",90.34,
20220215031407pdf_15-28 Februari 2022.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,80.70,"12,585.23","12,619.46",87.58,
20220215031407pdf_15-28 Februari 2022.pdf,9,HANG NADIM,BATAM,BTH,80.20,"11,374.02","11,404.96",79.14,
20220215031407pdf_15-28 Februari 2022.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,83.20,"12,982.31","13,017.62",90.34,
20220215031407pdf_15-28 Februari 2022.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,75.40,"11,746.95","11,778.90",81.84,
20220215031407pdf_15-28 Februari 2022.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,81.40,"12,695.53","12,730.06",88.35,
20220215031407pdf_15-28 Februari 2022.pdf,13,SULTAN THAHA,JAMBI,DJB,86.90,"13,688.23","13,725.46",95.30,
20220215031407pdf_15-28 Februari 2022.pdf,14,SENTANI,JAYAPURA,DJJ,83.90,"13,103.64","13,139.28",91.22,
20220215031407pdf_15-28 Februari 2022.pdf,15,NGURAH RAI,DENPASAR,DPS,81.00,"12,651.41","12,685.82",88.02,
20220215031407pdf_15-28 Februari 2022.pdf,16,PINANG KAMPAI,DUMAI,DUM,83.20,"12,982.31","13,017.62",90.34,
20220215031407pdf_15-28 Februari 2022.pdf,17,H. AROEBOESMAN,ENDE,ENE,83.10,"12,982.31","13,017.62",90.34,
20220215031407pdf_15-28 Februari 2022.pdf,18,JALALUDDIN,GORONTALO,GTO,83.70,"13,070.55","13,106.10",91.00,
20220215031407pdf_15-28 Februari 2022.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,78.60,"12,265.36","12,298.72",85.37,
20220215031407pdf_15-28 Februari 2022.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,80.90,"12,618.32","12,652.64",87.80,
20220215031407pdf_15-28 Februari 2022.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,83.70,"13,070.55","13,106.10",91.00,
20220215031407pdf_15-28 Februari 2022.pdf,22,UTAROM,KAIMANA,KNG,83.90,"13,103.64","13,139.28",91.22,
20220215031407pdf_15-28 Februari 2022.pdf,23,ELTARI,KUPANG,KOE,83.70,"13,015.40","13,050.80",90.67,
20220215031407pdf_15-28 Februari 2022.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,84.70,"13,236.00","13,272.00",92.10,
20220215031407pdf_15-28 Februari 2022.pdf,25,BUBUNG,LUWUK,LUW,83.70,"13,070.55","13,106.10",91.00,
20220215031407pdf_15-28 Februari 2022.pdf,26,SAM RATULANGI,MANADO,MDC,83.70,"13,070.55","13,106.10",91.00,
20220215031407pdf_15-28 Februari 2022.pdf,27,POLONIA,MEDAN,MES,83.20,"12,982.31","13,017.62",90.34,
20220215031407pdf_15-28 Februari 2022.pdf,28,MOPAH,MERAUKE,MKQ,83.90,"13,103.64","13,139.28",91.22,
20220215031407pdf_15-28 Februari 2022.pdf,29,RENDANI,MANOKWARI,MKW,83.90,"13,103.64","13,139.28",91.22,
20220215031407pdf_15-28 Februari 2022.pdf,30,KERTAJATI,MAJALENGKA,KJT,81.10,"12,673.47","12,707.94",88.24,
20220215031407pdf_15-28 Februari 2022.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,81.60,"12,739.65","12,774.30",88.68,
20220215031407pdf_15-28 Februari 2022.pdf,32,WAI OTI,MAUMERE,MOF,83.10,"12,982.31","13,017.62",90.34,
20220215031407pdf_15-28 Februari 2022.pdf,33,PANIAI,NABIRE,NBX,83.90,"13,103.64","13,139.28",91.22,
20220215031407pdf_15-28 Februari 2022.pdf,34,RANAI,NATUNA,NTX,83.20,"12,982.31","13,017.62",90.34,
20220215031407pdf_15-28 Februari 2022.pdf,35,PONDOK CABE,JAKARTA,PCB,81.00,"12,651.41","12,685.82",88.02,
20220215031407pdf_15-28 Februari 2022.pdf,36,MINANGKABAU,PADANG,PDG,83.20,"12,982.31","13,017.62",90.34,
20220215031407pdf_15-28 Februari 2022.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,83.30,"13,004.37","13,039.74",90.56,
20220215031407pdf_15-28 Februari 2022.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,"82.30","12,838.92","12,873.84",89.34,
20220215031407pdf_15-28 Februari 2022.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,83.20,"12,982.31","13,017.62",90.34,
20220215031407pdf_15-28 Februari 2022.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,82.30,"12,838.92","12,873.84",89.34,
20220215031407pdf_15-28 Februari 2022.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,83.30,"13,004.37","13,039.74",90.56,
20220215031407pdf_15-28 Februari 2022.pdf,42,MUTIARA,PALU,PLW,83.70,"13,070.55","13,106.10",91.00,
20220215031407pdf_15-28 Februari 2022.pdf,43,SUPADIO,PONTIANAK,PNK,82.30,"12,838.92","12,873.84",89.34,
20220215031407pdf_15-28 Februari 2022.pdf,44,H. ASAN,SAMPIT,SMQ,82.30,"12,838.92","12,873.84",89.34,
20220215031407pdf_15-28 Februari 2022.pdf,45,ADISUMARMO,SOLO,SOC,81.40,"12,695.53","12,730.06",88.35,
20220215031407pdf_15-28 Februari 2022.pdf,46,SORONG DARATAN,SORONG,SOQ,83.90,"13,103.64","13,139.28",91.22,
20220215031407pdf_15-28 Februari 2022.pdf,47,ACHMAD YANI,SEMARANG,SRG,79.60,"12,419.78","12,453.56",86.48,
20220215031407pdf_15-28 Februari 2022.pdf,48,JUANDA,SURABAYA,SUB,78.60,"12,265.36","12,298.72",85.37,
20220215031407pdf_15-28 Februari 2022.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,80.60,"12,706.56","12,741.12",88.46,
20220215031407pdf_15-28 Februari 2022.pdf,50,KIJANG,TANJUNG PINANG,TNJ,83.60,"13,070.55","13,106.10",91.00,
20220215031407pdf_15-28 Februari 2022.pdf,52,JUWATA,TARAKAN,TRK,82.30,"12,838.92","12,873.84",89.34,
20220215031407pdf_15-28 Februari 2022.pdf,52,BABULLAH,TERNATE,TTE,83.90,"13,103.64","13,139.28",91.22,
20220215031407pdf_15-28 Februari 2022.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,82.20,"12,816.86","12,851.72",89.23,
20220215031407pdf_15-28 Februari 2022.pdf,54,MAU HAU,WAINGAPU,WGP,83.10,"12,982.31","13,017.62",90.34,
20220215031407pdf_15-28 Februari 2022.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),81.90,"12,816.86","12,851.72",89.23,
20220215031407pdf_15-28 Februari 2022.pdf,56,DUMATUBUN,TUAL,LUV,86.60,"13,478.66","13,515.32",93.87,
20220215031407pdf_15-28 Februari 2022.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,82.70,"12,905.10","12,940.20",89.78,
20220215031407pdf_15-28 Februari 2022.pdf,58,KALIMARAU,BERAU,BEJ,82.30,"12,838.92","12,873.84",89.34,
20220215031407pdf_15-28 Februari 2022.pdf,59,KOMODO,LABUAN BAJO,LBJ,83.70,"13,070.55","13,106.10",91.00,
20220215031407pdf_15-28 Februari 2022.pdf,60,KUALANAMU,DELI SERDANG,KNO,80.70,"12,585.23","12,619.46",87.58,
20220215031407pdf_15-28 Februari 2022.pdf,61,TAMPA PADANG,MAMUJU,MJU,84.50,"13,180.85","13,216.70",91.77,
20220215031407pdf_15-28 Februari 2022.pdf,62,F.L. TOBING,PINANGSORI,FLZ,83.20,"12,982.31","13,017.62",90.34,
20220215031407pdf_15-28 Februari 2022.pdf,63,MOZES KILANGIN,TIMIKA,TIM,83.90,"13,103.64","13,139.28",91.22,
20220215031407pdf_15-28 Februari 2022.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,85.60,"13,489.69","13,526.38",93.87,
20220215031407pdf_15-28 Februari 2022.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,83.10,"12,982.31","13,017.62",90.34,
20220215031407pdf_15-28 Februari 2022.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,85.40,"13,379.39","13,415.78",93.09,
20220215031407pdf_15-28 Februari 2022.pdf,67,BINAKA,GUNUNGSITOLI,GNS,83.20,"12,982.31","13,017.62",90.34,0
20220215031407pdf_15-28 Februari 2022.pdf,68,KULONPROGO,YOGYAKARTA,YIA,84.10,"13,136.73","13,172.46",91.44,0
20220215031407pdf_15-28 Februari 2022.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,89.90,"14,008.10","14,046.20",97.51,0
20220215031407pdf_15-28 Februari 2022.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,81.40,"12,695.53","12,730.06",88.35,
20220215031407pdf_15-28 Februari 2022.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,90.90,"14,250.76","14,289.52",99.16,
20220215031407pdf_15-28 Februari 2022.pdf,72,BUDIARTO,CURUG,BTO,81.20,"12,673.47","12,707.94",85.37,
20220301025623pdf_1-14 Maret 2022.pdf,1,APT PRANOTO,SAMARINDA,AAP,83.50,"13,004.37","13,039.74",90.67,
20220301025623pdf_1-14 Maret 2022.pdf,2,PATTIMURA,AMBON,AMQ,85.10,"13,269.09","13,305.18",92.54,
20220301025623pdf_1-14 Maret 2022.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,83.50,"13,004.37","13,039.74",90.67,
20220301025623pdf_1-14 Maret 2022.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,81.80,"12,739.65","12,774.30",88.90,
20220301025623pdf_1-14 Maret 2022.pdf,5,FRANS KAISIEPO,BIAK,BIK,85.10,"13,269.09","13,305.18",92.54,
20220301025623pdf_1-14 Maret 2022.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,86.10,"13,544.84","13,581.68",94.42,
20220301025623pdf_1-14 Maret 2022.pdf,7,M. SALAHUDDIN,BIMA,BMU,84.30,"13,147.76","13,183.52",91.66,
20220301025623pdf_1-14 Maret 2022.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,81.90,"12,750.68","12,785.36",88.90,
20220301025623pdf_1-14 Maret 2022.pdf,9,HANG NADIM,BATAM,BTH,81.40,"11,524.47","11,555.81",80.34,
20220301025623pdf_1-14 Maret 2022.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,84.40,"13,147.76","13,183.52",91.66,
20220301025623pdf_1-14 Maret 2022.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,76.90,"11,967.55","12,000.10",83.50,
20220301025623pdf_1-14 Maret 2022.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,82.60,"12,860.98","12,895.96",89.67,
20220301025623pdf_1-14 Maret 2022.pdf,13,SULTAN THAHA,JAMBI,DJB,88.10,"13,853.68","13,891.36",96.62,
20220301025623pdf_1-14 Maret 2022.pdf,14,SENTANI,JAYAPURA,DJJ,85.10,"13,269.09","13,305.18",92.54,
20220301025623pdf_1-14 Maret 2022.pdf,15,NGURAH RAI,DENPASAR,DPS,82.20,"12,816.86","12,851.72",89.34,
20220301025623pdf_1-14 Maret 2022.pdf,16,PINANG KAMPAI,DUMAI,DUM,84.40,"13,147.76","13,183.52",91.66,
20220301025623pdf_1-14 Maret 2022.pdf,17,H. AROEBOESMAN,ENDE,ENE,84.30,"13,147.76","13,183.52",91.66,
20220301025623pdf_1-14 Maret 2022.pdf,18,JALALUDDIN,GORONTALO,GTO,84.90,"13,236.00","13,272.00",92.32,
20220301025623pdf_1-14 Maret 2022.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,79.80,"12,430.81","12,464.62",86.70,
20220301025623pdf_1-14 Maret 2022.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,82.10,"12,783.77","12,818.54",89.12,
20220301025623pdf_1-14 Maret 2022.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,84.90,"13,236.00","13,272.00",92.32,
20220301025623pdf_1-14 Maret 2022.pdf,22,UTAROM,KAIMANA,KNG,85.10,"13,269.09","13,305.18",92.54,
20220301025623pdf_1-14 Maret 2022.pdf,23,ELTARI,KUPANG,KOE,84.80,"13,180.85","13,216.70",91.88,
20220301025623pdf_1-14 Maret 2022.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,85.90,"13,401.45","13,437.90",93.42,
20220301025623pdf_1-14 Maret 2022.pdf,25,BUBUNG,LUWUK,LUW,84.90,"13,236.00","13,272.00",92.32,
20220301025623pdf_1-14 Maret 2022.pdf,26,SAM RATULANGI,MANADO,MDC,84.90,"13,236.00","13,272.00",92.32,
20220301025623pdf_1-14 Maret 2022.pdf,27,POLONIA,MEDAN,MES,84.40,"13,147.76","13,183.52",91.66,
20220301025623pdf_1-14 Maret 2022.pdf,28,MOPAH,MERAUKE,MKQ,85.10,"13,269.09","13,305.18",92.54,
20220301025623pdf_1-14 Maret 2022.pdf,29,RENDANI,MANOKWARI,MKW,85.10,"13,269.09","13,305.18",92.54,
20220301025623pdf_1-14 Maret 2022.pdf,30,KERTAJATI,MAJALENGKA,KJT,82.30,"12,838.92","12,873.84",89.56,
20220301025623pdf_1-14 Maret 2022.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,82.80,"12,905.10","12,940.20",90.00,
20220301025623pdf_1-14 Maret 2022.pdf,32,WAI OTI,MAUMERE,MOF,84.30,"13,147.76","13,183.52",91.66,
20220301025623pdf_1-14 Maret 2022.pdf,33,PANIAI,NABIRE,NBX,85.10,"13,269.09","13,305.18",92.54,
20220301025623pdf_1-14 Maret 2022.pdf,34,RANAI,NATUNA,NTX,84.40,"13,147.76","13,183.52",91.66,
20220301025623pdf_1-14 Maret 2022.pdf,35,PONDOK CABE,JAKARTA,PCB,82.20,"12,816.86","12,851.72",89.34,
20220301025623pdf_1-14 Maret 2022.pdf,36,MINANGKABAU,PADANG,PDG,84.40,"13,147.76","13,183.52",91.66,
20220301025623pdf_1-14 Maret 2022.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,84.50,"13,169.82","13,205.64",91.88,
20220301025623pdf_1-14 Maret 2022.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,"83.50","13,004.37","13,039.74",90.67,
20220301025623pdf_1-14 Maret 2022.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,84.40,"13,147.76","13,183.52",91.66,
20220301025623pdf_1-14 Maret 2022.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,83.50,"13,004.37","13,039.74",90.67,
20220301025623pdf_1-14 Maret 2022.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,84.50,"13,169.82","13,205.64",91.88,
20220301025623pdf_1-14 Maret 2022.pdf,42,MUTIARA,PALU,PLW,84.90,"13,236.00","13,272.00",92.32,
20220301025623pdf_1-14 Maret 2022.pdf,43,SUPADIO,PONTIANAK,PNK,83.50,"13,004.37","13,039.74",90.67,
20220301025623pdf_1-14 Maret 2022.pdf,44,H. ASAN,SAMPIT,SMQ,83.50,"13,004.37","13,039.74",90.67,
20220301025623pdf_1-14 Maret 2022.pdf,45,ADISUMARMO,SOLO,SOC,82.60,"12,860.98","12,895.96",89.67,
20220301025623pdf_1-14 Maret 2022.pdf,46,SORONG DARATAN,SORONG,SOQ,85.10,"13,269.09","13,305.18",92.54,
20220301025623pdf_1-14 Maret 2022.pdf,47,ACHMAD YANI,SEMARANG,SRG,80.80,"12,585.23","12,619.46",87.80,
20220301025623pdf_1-14 Maret 2022.pdf,48,JUANDA,SURABAYA,SUB,79.80,"12,430.81","12,464.62",86.70,
20220301025623pdf_1-14 Maret 2022.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,81.90,"12,872.01","12,907.02",89.78,
20220301025623pdf_1-14 Maret 2022.pdf,50,KIJANG,TANJUNG PINANG,TNJ,84.80,"13,236.00","13,272.00",92.32,
20220301025623pdf_1-14 Maret 2022.pdf,52,JUWATA,TARAKAN,TRK,83.50,"13,004.37","13,039.74",90.67,
20220301025623pdf_1-14 Maret 2022.pdf,52,BABULLAH,TERNATE,TTE,85.10,"13,269.09","13,305.18",92.54,
20220301025623pdf_1-14 Maret 2022.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,83.40,"12,982.31","13,017.62",90.56,
20220301025623pdf_1-14 Maret 2022.pdf,54,MAU HAU,WAINGAPU,WGP,84.30,"13,147.76","13,183.52",91.66,
20220301025623pdf_1-14 Maret 2022.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),83.10,"12,982.31","13,017.62",90.56,
20220301025623pdf_1-14 Maret 2022.pdf,56,DUMATUBUN,TUAL,LUV,87.80,"13,644.11","13,681.22",95.19,
20220301025623pdf_1-14 Maret 2022.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,83.90,"13,070.55","13,106.10",91.11,
20220301025623pdf_1-14 Maret 2022.pdf,58,KALIMARAU,BERAU,BEJ,83.50,"13,004.37","13,039.74",90.67,
20220301025623pdf_1-14 Maret 2022.pdf,59,KOMODO,LABUAN BAJO,LBJ,84.90,"13,236.00","13,272.00",92.32,
20220301025623pdf_1-14 Maret 2022.pdf,60,KUALANAMU,DELI SERDANG,KNO,81.90,"12,750.68","12,785.36",88.90,
20220301025623pdf_1-14 Maret 2022.pdf,61,TAMPA PADANG,MAMUJU,MJU,85.70,"13,346.30","13,382.60",93.09,
20220301025623pdf_1-14 Maret 2022.pdf,62,F.L. TOBING,PINANGSORI,FLZ,84.40,"13,147.76","13,183.52",91.66,
20220301025623pdf_1-14 Maret 2022.pdf,63,MOZES KILANGIN,TIMIKA,TIM,85.10,"13,269.09","13,305.18",92.54,
20220301025623pdf_1-14 Maret 2022.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,86.80,"13,655.14","13,692.28",95.19,
20220301025623pdf_1-14 Maret 2022.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,84.30,"13,147.76","13,183.52",91.66,
20220301025623pdf_1-14 Maret 2022.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,86.60,"13,544.84","13,581.68",94.42,
20220301025623pdf_1-14 Maret 2022.pdf,67,BINAKA,GUNUNGSITOLI,GNS,84.40,"13,147.76","13,183.52",91.66,0
20220301025623pdf_1-14 Maret 2022.pdf,68,KULONPROGO,YOGYAKARTA,YIA,85.30,"13,302.18","13,338.36",92.76,0
20220301025623pdf_1-14 Maret 2022.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,92.20,"14,350.03","14,389.06",100.04,0
20220301025623pdf_1-14 Maret 2022.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,82.60,"12,860.98","12,895.96",89.67,
20220301025623pdf_1-14 Maret 2022.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,94.60,"14,802.26","14,842.52",103.24,
20220301025623pdf_1-14 Maret 2022.pdf,72,BUDIARTO,CURUG,BTO,82.40,"12,838.92","12,873.84",86.70,
20220315082004pdf_15-31 Maret 2022.pdf,1,APT PRANOTO,SAMARINDA,AAP,"95,40","14.934,62","14.975,24","103,90",
20220315082004pdf_15-31 Maret 2022.pdf,2,PATTIMURA,AMBON,AMQ,"97,00","15.199,34","15.240,68","105,78",
20220315082004pdf_15-31 Maret 2022.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,"95,40","14.934,62","14.975,24","103,90",
20220315082004pdf_15-31 Maret 2022.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,"93,70","14.669,90","14.709,80","102,03",
20220315082004pdf_15-31 Maret 2022.pdf,5,FRANS KAISIEPO,BIAK,BIK,"97,00","15.199,34","15.240,68","105,78",
20220315082004pdf_15-31 Maret 2022.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,"98,00","15.475,09","15.517,18","107,65",
20220315082004pdf_15-31 Maret 2022.pdf,7,M. SALAHUDDIN,BIMA,BMU,"96,30","15.078,01","15.119,02","104,90",
20220315082004pdf_15-31 Maret 2022.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,"93,90","14.680,93","14.720,86","102,14",
