waktu_id,bandara_id,kategori,pesawat_dtg,pesawat_brk,pesawat_total,penumpang_dtg,penumpang_brk,penumpang_total,penumpang_tra,bagasi_dtg,bagasi_brk,bagasi_total,barang_dtg,barang_brk,barang_total,pos_dtg,pos_brk,pos_total
2020,333,DOMESTIK,1809,1813,3622,157995,165534,323529,532,904353,832514,1736867,4553460,778885,5332345,0,134,134
2021,333,DOMESTIK,1951,1955,3906,154921,163993,318914,986,1152615,1149999,2302614,6444538,968474,7413012,0,0,0
2022,333,DOMESTIK,3.14,3147,6287,205223,209629,414852,17,1832037,1676924,3508961,5821631,1191904,7013535,0,0,0
2023,333,DOMESTIK,2472,2466,4938,265205,279654,544859,56,2200202,1957936,4158138,3539344,1122310,4661654,0,213,213
2024,333,DOMESTIK,3446,3504,6.95,291961,327289,619.25,54,2624464,2394260,5018724,6526733,1551219,8077952,239,4932,5171
2020,333,INTERNASIONAL,293,289,582,27505,26096,53601,3727,290995,195384,486379,1.57,9243,10813,0,0,0
2021,333,INTERNASIONAL,35,34,69,0,6,6,1379,0,0,0,0,24537,24537,0,0,0
2022,333,INTERNASIONAL,107,91,198,8295,8926,17221,0,128516,103887,232403,68,0,68,0,0,0
2023,333,INTERNASIONAL,645,647,1292,66208,76846,143054,0,698721,549654,1248375,2.6,11868,14468,0,0,0
2024,333,INTERNASIONAL,889,880,1769,99542,109063,208605,0,1256834,840309,2097143,8.51,27788,36298,0,0,0
2020,44,DOMESTIK,123,123,246,5557,5055,10612,0,20548,12117,32665,3.3,574,3874,0,0,0
2021,44,DOMESTIK,18,18,36,847,855,1702,0,4638,3868,8506,0,0,0,0,0,0
2022,44,DOMESTIK,126,126,252,6537,7079,13616,0,40987,38073,79.06,0,0,0,0,0,0
2023,44,DOMESTIK,163,166,329,7316,7872,15188,0,42123,44857,86.98,0,0,0,0,0,0
2024,44,DOMESTIK,58,59,117,2257,2046,4303,105,10967,10287,21254,0,0,0,0,0,0
2020,253,DOMESTIK,221,216,437,9503,9092,18595,1901,49268,40.83,90098,6423,21436,27859,0,0,0
2021,253,DOMESTIK,125,124,249,6012,6418,12.43,0,39027,37423,76.45,17634,20894,38528,0,0,0
2022,253,DOMESTIK,266,265,531,15.18,14326,29506,3743,110127,106349,216476,11515,6882,18397,0,0,0
2023,253,DOMESTIK,335,329,664,18449,16.02,34469,2,129804,106.49,236294,6251,656,6907,0,3,3
2024,253,DOMESTIK,368,368,736,12844,10154,22998,0,85082,63033,148115,6.49,80,6.57,0,0,0
2020,246,DOMESTIK,266,266,532,6747,6901,13648,0,25071,20362,45433,3623,6.08,9703,5,8,13
2021,246,DOMESTIK,314,315,629,4383,4654,9037,0,20835,13538,34373,56257,26674,82931,0,0,0
2022,246,DOMESTIK,437,437,874,6.72,7227,13947,0,39875,17292,57167,49642,40.59,90232,0,0,0
2023,246,DOMESTIK,257,240,497,7089,6959,14048,0,60454,45.77,106224,27949,39889,67838,0,0,0
2024,246,DOMESTIK,301,301,602,6107,6449,12556,0,43681,41953,85634,22202,26.48,48682,0,0,0
2020,349,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,349,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,349,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,349,DOMESTIK,49,49,98,111,198,309,0,579,1147,1726,0,0,0,0,0,0
2024,349,DOMESTIK,89,89,178,236,373,609,0,875,951,1826,64,0,64,0,0,0
2020,304,DOMESTIK,92,92,184,2565,2782,5347,349,4791,8.21,13001,0,0,0,0,0,0
2021,304,DOMESTIK,70,70,140,478,972,1.45,0,1884,2886,4.77,369,8763,9132,0,0,0
2022,304,DOMESTIK,139,139,278,3169,3042,6211,1423,16645,19684,36329,0,0,0,0,0,0
2023,304,DOMESTIK,6,6,12,98,122,220,0,0,0,0,0,1.38,1.38,0,0,0
2024,304,DOMESTIK,83,83,166,201,394,595,0,212,647,859,0,0,0,0,0,0
2020,340,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,340,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,340,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,340,DOMESTIK,1,1,2,9,0,9,0,86,0,86,10,0,10,0,0,0
2024,340,DOMESTIK,85,85,170,446,595,1041,0,1903,3254,5157,0,1,1,2,0,2
2020,9,DOMESTIK,44,45,89,175,254,429,0,1302,1675,2977,0,0,0,0,0,0
2021,9,DOMESTIK,52,52,104,294,396,690,0,1895,2401,4296,0,0,0,0,0,0
2022,9,DOMESTIK,109,109,218,848,1064,1912,0,5795,6163,11958,0,0,0,0,0,0
2023,9,DOMESTIK,105,104,209,892,1095,1987,0,6.36,8018,14378,0,13,13,0,0,0
2024,9,DOMESTIK,88,88,176,792,986,1778,0,2633,3642,6275,0,0,0,0,3,3
2020,241,DOMESTIK,45,45,90,66,91,157,0,0,0,0,884,903,1787,0,0,0
2021,241,DOMESTIK,52,52,104,73,137,210,0,433,746,1179,0,0,0,0,0,0
2022,241,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,241,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,241,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,34,DOMESTIK,91,91,182,164,223,387,0,2.25,2852,5102,0,0,0,0,0,0
2021,34,DOMESTIK,98,97,195,203,265,468,0,3607,3923,7.53,0,0,0,0,0,0
2022,34,DOMESTIK,51,51,102,180,221,401,0,1487,1662,3149,0,0,0,0,0,0
2023,34,DOMESTIK,51,51,102,308,402,710,0,1987,2322,4309,0,0,0,0,0,0
2024,34,DOMESTIK,260,250,510,1534,1511,3045,406,4.72,3509,8229,1,1,2,0,2,2
2020,251,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,251,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,251,DOMESTIK,7,7,14,323,325,648,0,0,0,0,0,0,0,0,0,0
2023,251,DOMESTIK,8,9,17,69,78,147,0,1.2,0,1.2,4283,785,5068,0,0,0
2024,251,DOMESTIK,74,72,146,204,481,685,0,441,1176,1617,0,0,0,0,0,0
2020,251,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,251,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,251,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,251,INTERNASIONAL,8,9,17,69,78,147,0,1.2,0,1.2,4283,785,5068,0,0,0
2024,251,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,244,DOMESTIK,15967,15937,31904,1494613,1313773,2808386,153258,8422219,9037281,17459500,31225212,15773993,46999205,14797,77247,92044
2021,244,DOMESTIK,15188,15563,57647,1379359,1380092,2759451,275316,9284287,12101957,21386244,38105001,18058716,56163717,51,21042,21093
2022,244,DOMESTIK,21731,21724,43455,2486205,2349109,4835314,196305,21048286,23222412,44270698,33616865,16281040,49897905,327,11426,11753
2023,244,DOMESTIK,21824,21805,43629,2739922,2540202,5280124,239936,22582164,24188826,46770990,29674441,16241070,45915511,1458,14988,16446
2024,244,DOMESTIK,18202,18021,36223,2376661,2417504,4794165,121545,19406254,20777804,40184058,38260119,17774650,56034769,42,263,305
2020,244,INTERNASIONAL,2003,2023,4026,220501,188.44,408941,9337,2950899,1645193,4596092,468.91,2740884,3209794,0,9.35,9.35
2021,244,INTERNASIONAL,3484,3525,7009,280787,282.97,563757,34103,2128494,2389564,4518058,6161129,3281024,9442153,49,4936,4985
2022,244,INTERNASIONAL,3237,3211,6448,388009,414653,802662,0,5635983,4075431,9711414,215505,579582,795087,0,0,0
2023,244,INTERNASIONAL,7637,7652,15289,943738,924956,1868694,6,11249496,7604675,18854171,489462,1762414,2251876,0,0,0
2024,244,INTERNASIONAL,8409,8595,17004,1127918,1103644,2231562,39,13789397,8988608,22778005,506402,2666405,3172807,0,0,0
2020,65,DOMESTIK,669,669,1338,26318,26.29,52608,118,149383,147911,297294,4369,61144,65513,0,0,0
2021,65,DOMESTIK,395,395,790,12551,13156,25707,26,97026,98037,195063,9394,26569,35963,0,0,0
2022,65,DOMESTIK,579,579,1158,25251,24178,49429,0,248695,0,248695,46523,0,46523,0,0,0
2023,65,DOMESTIK,589,589,1178,27307,26302,53609,0,139058,128301,267359,33901,9767,43668,0,0,0
2024,65,DOMESTIK,528,524,1052,22187,20.87,43057,0,101341,87244,188585,35468,15003,50471,0,0,0
2020,31,DOMESTIK,1879,1879,3758,79342,80398,159.74,1.08,377322,265835,643157,950676,53645,1004321,0,0,0
2021,31,DOMESTIK,2031,2031,4062,83737,98697,182434,370,393837,262653,656.49,604626,111886,716512,0,0,0
2022,31,DOMESTIK,2215,2176,4391,99384,115978,215362,0,521538,507593,1029131,348912,112461,461373,0,0,0
2023,31,DOMESTIK,2045,2044,4089,102192,115707,217899,0,562924,520314,1083238,352795,57746,410541,0,0,0
2024,31,DOMESTIK,1.68,1681,3361,88007,92468,180475,0,440933,409239,850172,332902,94688,427.59,0,0,0
2020,7,DOMESTIK,95,95,190,3144,3118,6262,0,6668,4858,11526,3.77,2698,6468,0,0,0
2021,7,DOMESTIK,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,7,DOMESTIK,2,2,4,8,10,18,0,0,0,0,0,0,0,0,0,0
2023,7,DOMESTIK,3,3,6,76,79,155,0,0,0,0,0,0,0,0,0,0
2024,7,DOMESTIK,4,4,8,25,31,56,0,0,0,0,0,0,0,0,0,0
2020,247,DOMESTIK,327,327,654,1769,2096,3865,3,17536,16666,34202,528,12,540,0,0,0
2021,247,DOMESTIK,334,335,669,2175,2612,4787,0,18887,19654,38541,0,0,0,0,0,0
2022,247,DOMESTIK,424,424,848,3672,4008,7.68,0,45515,40761,86276,1866,0,1866,0,0,0
2023,247,DOMESTIK,523,517,1.04,4511,4758,9269,0,59739,58942,118681,16754,858,17612,35,0,35
2024,247,DOMESTIK,536,532,1068,4136,4247,8383,0,42046,39577,81623,10819,552,11371,0,0,0
2020,319,DOMESTIK,930,930,1.86,89622,87116,176738,0,722357,748489,1470846,409476,198915,608391,0,0,0
2021,319,DOMESTIK,1095,1095,2.19,99828,105618,205446,0,903491,1107799,2011290,1768024,675451,2443475,0,0,0
2022,319,DOMESTIK,1191,1191,2382,152887,147.64,300527,2,1413074,1493181,2906255,1912251,1039217,2951468,0,0,0
2023,319,DOMESTIK,1655,1655,3.31,224836,223305,448141,1,2102959,2214195,4317154,2419381,1102205,3521586,1,0,1
2024,319,DOMESTIK,1669,1668,3337,246764,249771,496535,34,2381777,2546856,4928633,1799278,1330154,3129432,0,0,0
2020,319,INTERNASIONAL,34,34,68,2975,2873,5848,0,14.85,13.54,28.39,0,0,0,0,0,0
2021,319,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,319,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,319,INTERNASIONAL,2,2,4,15,0,15,0,0,0,0,0,0,0,0,0,0
2024,319,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,317,DOMESTIK,41,41,82,77,95,172,0,296,671,967,0,0,0,0,0,0
2021,317,DOMESTIK,53,53,106,290,329,619,0,1482,2063,3545,0,0,0,0,0,0
2022,317,DOMESTIK,51,51,102,471,419,890,0,2936,2931,5867,0,0,0,0,0,0
2023,317,DOMESTIK,52,52,104,427,483,910,11,2498,3.75,6248,0,0,0,0,0,0
2024,317,DOMESTIK,104,104,208,1023,1022,2045,0,2713,3086,5799,0,0,0,0,0,0
2020,264,DOMESTIK,5896,5885,11781,622362,581037,1203399,5602,3440205,3248823,6689028,7391411,3651347,11042758,0,0,0
2021,264,DOMESTIK,5.17,5137,10307,532492,541822,1074314,0,0,0,0,6417305,3633812,10051117,0,0,0
2022,264,DOMESTIK,7115,7112,14227,918164,945056,1863220,477,7977220,8437649,16414869,5352086,3079918,8432004,0,0,0
2023,264,DOMESTIK,7.85,7836,15686,1044639,1058021,2102660,102,8807532,9290337,18097869,5475279,2886442,8361721,0,0,0
2024,264,DOMESTIK,7566,7556,15122,1001317,1014114,2015431,1146,8643107,10318130,18961237,7334783,3130847,10465630,0,0,0
2020,264,INTERNASIONAL,252,253,505,32625,30.09,62715,0,357753,239898,597651,0,144403,144403,0,0,0
2021,264,INTERNASIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,264,INTERNASIONAL,109,110,219,11.74,12052,23792,0,180387,144105,324492,0,0,0,0,0,0
2023,264,INTERNASIONAL,1125,1133,2258,146976,150695,297671,2,1784829,1519617,3304446,3.16,11333,14493,0,0,0
2024,264,INTERNASIONAL,1.48,1489,2969,221779,223388,445167,0,2627116,1939735,4566851,11368,48311,59679,0,0,0
2020,307,DOMESTIK,41,41,82,91,92,183,0,301,374,675,0,0,0,0,0,0
2021,307,DOMESTIK,122,122,244,447,623,1.07,0,2222,2823,5045,0,0,0,0,0,0
2022,307,DOMESTIK,108,110,218,587,763,1.35,0,2948,3548,6496,0,0,0,0,0,0
2023,307,DOMESTIK,125,129,254,896,1142,2038,0,5365,6097,11462,0,0,0,0,0,0
2024,307,DOMESTIK,137,136,273,1081,1235,2316,0,6475,5866,12341,0,5,5,0,0,0
2020,336,DOMESTIK,7208,7226,14434,687676,655501,1343177,7982,3658434,3159377,6817811,12432224,4663833,17096057,5013,50141,55154
2021,336,DOMESTIK,6341,6336,12677,598295,604874,1203169,2737,4059228,5415660,9474888,9133978,5315992,14449970,0,61744,61744
2022,336,DOMESTIK,8761,8756,17517,1089765,1109731,2199496,3034,8732161,8017415,16749576,9511740,4636142,14147882,0,64568,64568
2023,336,DOMESTIK,9.97,9979,19949,1202105,1207666,2409771,1,9388888,8418953,17807841,11778326,5223788,17002114,326,94131,94457
2024,336,DOMESTIK,9519,9521,19.04,1228762,1245780,2474542,1117,9697583,9105397,18802980,14033116,6246012,20279128,657,78939,79596
2020,336,INTERNASIONAL,487,483,970,36.05,33241,69291,3,386225,199.31,585535,8162,84953,93115,0,0,0
2021,336,INTERNASIONAL,19,22,41,13,93,106,0,0,0,0,0,0,0,0,0,0
2022,336,INTERNASIONAL,322,324,646,20503,21.89,42393,1,291.27,183517,474787,129,0,129,0,0,0
2023,336,INTERNASIONAL,1613,1603,3216,168285,173499,341784,6,1958880,1283224,3242104,15464,597,16061,0,0,0
2024,336,INTERNASIONAL,1845,1.85,3695,232559,237197,469756,2,2462249,1693072,4155321,21133,8.31,29443,0,0,0
2020,217,DOMESTIK,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,217,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,217,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,217,DOMESTIK,37,36,73,81,78,159,0,1,0,1,0,0,0,0,0,0
2024,217,DOMESTIK,110,110,220,966,1187,2153,0,6354,6822,13176,0,27,27,0,0,0
2020,293,DOMESTIK,36,36,72,224,228,452,0,2066,1966,4032,0,0,0,0,0,0
2021,293,DOMESTIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,293,DOMESTIK,85,85,170,506,653,1159,0,4193,4746,8939,0,0,0,11,0,11
2023,293,DOMESTIK,53,53,106,481,538,1019,0,4309,4263,8572,0,0,0,0,0,0
2024,293,DOMESTIK,105,105,210,1.01,1064,2074,0,5659,5235,10894,0,0,0,0,0,0
